timestamp,temperature_c,rain_intensity,event_level,event_id,holiday_flag,day_of_week,hour
2026-01-01 05:40:00,22.68,0.0,0,,0,3,5.67
2026-01-01 05:45:00,22.77,0.0,0,,0,3,5.75
2026-01-01 05:50:00,22.85,0.0,0,,0,3,5.83
2026-01-01 05:55:00,22.93,0.0,0,,0,3,5.92
2026-01-01 06:00:00,23.02,0.0,0,,0,3,6.0
2026-01-01 06:05:00,23.1,0.0,0,,0,3,6.08
2026-01-01 06:10:00,23.19,0.0,0,,0,3,6.17
2026-01-01 06:15:00,23.27,0.0,0,,0,3,6.25
2026-01-01 06:20:00,23.36,0.0,0,,0,3,6.33
2026-01-01 06:25:00,23.44,0.0,0,,0,3,6.42
2026-01-01 06:30:00,23.53,0.0,0,,0,3,6.5
2026-01-01 06:35:00,23.62,0.0,0,,0,3,6.58
2026-01-01 06:40:00,23.7,0.0,0,,0,3,6.67
2026-01-01 06:45:00,23.79,0.0,0,,0,3,6.75
2026-01-01 06:50:00,23.88,0.0,0,,0,3,6.83
2026-01-01 06:55:00,23.96,0.0,0,,0,3,6.92
2026-01-01 07:00:00,24.05,0.0,0,,0,3,7.0
2026-01-01 07:05:00,24.14,0.0,0,,0,3,7.08
2026-01-01 07:10:00,24.23,0.0,0,,0,3,7.17
2026-01-01 07:15:00,24.31,0.0,0,,0,3,7.25
2026-01-01 07:20:00,24.4,0.0,0,,0,3,7.33
2026-01-01 07:25:00,24.49,0.0,0,,0,3,7.42
2026-01-01 07:30:00,24.57,0.0,0,,0,3,7.5
2026-01-01 07:35:00,24.66,0.0,0,,0,3,7.58
2026-01-01 07:40:00,24.75,0.0,0,,0,3,7.67
2026-01-01 07:45:00,24.83,0.0,0,,0,3,7.75
2026-01-01 07:50:00,24.92,0.0,0,,0,3,7.83
2026-01-01 07:55:00,25.0,0.0,0,,0,3,7.92
2026-01-01 08:00:00,25.09,0.0,0,,0,3,8.0
2026-01-01 08:05:00,25.17,0.0,0,,0,3,8.08
2026-01-01 08:10:00,25.25,0.0,0,,0,3,8.17
2026-01-01 08:15:00,25.34,0.0,0,,0,3,8.25
2026-01-01 08:20:00,25.42,0.0,0,,0,3,8.33
2026-01-01 08:25:00,25.5,0.0,0,,0,3,8.42
2026-01-01 08:30:00,25.58,0.0,0,,0,3,8.5
2026-01-01 08:35:00,25.66,0.0,0,,0,3,8.58
2026-01-01 08:40:00,25.74,0.0,0,,0,3,8.67
2026-01-01 08:45:00,25.82,0.0,0,,0,3,8.75
2026-01-01 08:50:00,25.9,0.0,0,,0,3,8.83
2026-01-01 08:55:00,25.98,0.0,0,,0,3,8.92
2026-01-01 09:00:00,26.05,0.0,0,,0,3,9.0
2026-01-01 09:05:00,26.13,0.0,0,,0,3,9.08
2026-01-01 09:10:00,26.2,0.0,0,,0,3,9.17
2026-01-01 09:15:00,26.27,0.0,0,,0,3,9.25
2026-01-01 09:20:00,26.35,0.0,0,,0,3,9.33
2026-01-01 09:25:00,26.42,0.0,0,,0,3,9.42
2026-01-01 09:30:00,26.49,0.0,0,,0,3,9.5
2026-01-01 09:35:00,26.56,0.0,0,,0,3,9.58
2026-01-01 09:40:00,26.62,0.0,0,,0,3,9.67
2026-01-01 09:45:00,26.69,0.0,0,,0,3,9.75
2026-01-01 09:50:00,26.75,0.0,0,,0,3,9.83
2026-01-01 09:55:00,26.82,0.0,0,,0,3,9.92
2026-01-01 10:00:00,26.88,0.0,0,,0,3,10.0
2026-01-01 10:05:00,26.94,0.0,0,,0,3,10.08
2026-01-01 10:10:00,27.0,0.0,0,,0,3,10.17
2026-01-01 10:15:00,27.06,0.0,0,,0,3,10.25
2026-01-01 10:20:00,27.12,0.0,0,,0,3,10.33
2026-01-01 10:25:00,27.17,0.0,0,,0,3,10.42
2026-01-01 10:30:00,27.23,0.0,0,,0,3,10.5
2026-01-01 10:35:00,27.28,0.0,0,,0,3,10.58
2026-01-01 10:40:00,27.33,0.0,0,,0,3,10.67
2026-01-01 10:45:00,27.38,0.0,0,,0,3,10.75
2026-01-01 10:50:00,27.43,0.0,0,,0,3,10.83
2026-01-01 10:55:00,27.47,0.0,0,,0,3,10.92
2026-01-01 11:00:00,27.52,0.0,0,,0,3,11.0
2026-01-01 11:05:00,27.56,0.0,0,,0,3,11.08
2026-01-01 11:10:00,27.6,0.0,0,,0,3,11.17
2026-01-01 11:15:00,27.64,0.0,0,,0,3,11.25
2026-01-01 11:20:00,27.68,0.0,0,,0,3,11.33
2026-01-01 11:25:00,27.71,0.0,0,,0,3,11.42
2026-01-01 11:30:00,27.75,0.0,0,,0,3,11.5
2026-01-01 11:35:00,27.78,0.0,0,,0,3,11.58
2026-01-01 11:40:00,27.81,0.0,0,,0,3,11.67
2026-01-01 11:45:00,27.84,0.0,0,,0,3,11.75
2026-01-01 11:50:00,27.87,0.0,0,,0,3,11.83
2026-01-01 11:55:00,27.89,0.0,0,,0,3,11.92
2026-01-01 12:00:00,27.92,0.0,0,,0,3,12.0
2026-01-01 12:05:00,27.94,0.0,0,,0,3,12.08
2026-01-01 12:10:00,27.96,0.0,0,,0,3,12.17
2026-01-01 12:15:00,27.97,0.0,0,,0,3,12.25
2026-01-01 12:20:00,27.99,0.0,0,,0,3,12.33
2026-01-01 12:25:00,28.01,0.0,0,,0,3,12.42
2026-01-01 12:30:00,28.02,0.0,0,,0,3,12.5
2026-01-01 12:35:00,28.03,0.0,0,,0,3,12.58
2026-01-01 12:40:00,28.04,0.0,0,,0,3,12.67
2026-01-01 12:45:00,28.04,0.0,0,,0,3,12.75
2026-01-01 12:50:00,28.05,0.0,0,,0,3,12.83
2026-01-01 12:55:00,28.05,0.0,0,,0,3,12.92
2026-01-01 13:00:00,28.05,0.0,0,,0,3,13.0
2026-01-01 13:05:00,28.05,0.0,0,,0,3,13.08
2026-01-01 13:10:00,28.05,0.0,0,,0,3,13.17
2026-01-01 13:15:00,28.04,0.0,0,,0,3,13.25
2026-01-01 13:20:00,28.04,0.0,0,,0,3,13.33
2026-01-01 13:25:00,28.03,0.0,0,,0,3,13.42
2026-01-01 13:30:00,28.02,0.0,0,,0,3,13.5
2026-01-01 13:35:00,28.01,0.0,0,,0,3,13.58
2026-01-01 13:40:00,27.99,0.0,0,,0,3,13.67
2026-01-01 13:45:00,27.97,0.0,0,,0,3,13.75
2026-01-01 13:50:00,27.96,0.0,0,,0,3,13.83
2026-01-01 13:55:00,27.94,0.0,0,,0,3,13.92
2026-01-01 14:00:00,27.92,0.0,0,,0,3,14.0
2026-01-01 14:05:00,27.89,0.0,0,,0,3,14.08
2026-01-01 14:10:00,27.87,0.0,0,,0,3,14.17
2026-01-01 14:15:00,27.84,0.0,0,,0,3,14.25
2026-01-01 14:20:00,27.81,0.0,0,,0,3,14.33
2026-01-01 14:25:00,27.78,0.0,0,,0,3,14.42
2026-01-01 14:30:00,27.75,0.0,0,,0,3,14.5
2026-01-01 14:35:00,27.71,0.0,0,,0,3,14.58
2026-01-01 14:40:00,27.68,0.0,0,,0,3,14.67
2026-01-01 14:45:00,27.64,0.0,0,,0,3,14.75
2026-01-01 14:50:00,27.6,0.0,0,,0,3,14.83
2026-01-01 14:55:00,27.56,0.0,0,,0,3,14.92
2026-01-01 15:00:00,27.52,0.0,0,,0,3,15.0
2026-01-01 15:05:00,27.47,0.0,0,,0,3,15.08
2026-01-01 15:10:00,27.43,0.0,0,,0,3,15.17
2026-01-01 15:15:00,27.38,0.0,0,,0,3,15.25
2026-01-01 15:20:00,27.33,0.0,0,,0,3,15.33
2026-01-01 15:25:00,27.28,0.0,0,,0,3,15.42
2026-01-01 15:30:00,27.23,0.0,0,,0,3,15.5
2026-01-01 15:35:00,27.17,0.0,0,,0,3,15.58
2026-01-01 15:40:00,27.12,0.0,0,,0,3,15.67
2026-01-01 15:45:00,27.06,0.0,0,,0,3,15.75
2026-01-01 15:50:00,27.0,0.0,0,,0,3,15.83
2026-01-01 15:55:00,26.94,0.0,0,,0,3,15.92
2026-01-01 16:00:00,26.88,0.0,0,,0,3,16.0
2026-01-01 16:05:00,26.82,0.0,0,,0,3,16.08
2026-01-01 16:10:00,26.75,0.0,0,,0,3,16.17
2026-01-01 16:15:00,26.69,0.0,0,,0,3,16.25
2026-01-01 16:20:00,26.62,0.0,0,,0,3,16.33
2026-01-01 16:25:00,26.56,0.0,0,,0,3,16.42
2026-01-01 16:30:00,26.49,0.0,0,,0,3,16.5
2026-01-01 16:35:00,26.42,0.0,0,,0,3,16.58
2026-01-01 16:40:00,26.35,0.0,0,,0,3,16.67
2026-01-01 16:45:00,26.27,0.0,0,,0,3,16.75
2026-01-01 16:50:00,26.2,0.0,1,EVT_101_01,0,3,16.83
2026-01-01 16:55:00,26.13,0.0,1,EVT_101_01,0,3,16.92
2026-01-01 17:00:00,26.05,0.0,1,EVT_101_01,0,3,17.0
2026-01-01 17:05:00,25.98,0.0,1,EVT_101_01,0,3,17.08
2026-01-01 17:10:00,25.9,0.0,1,EVT_101_01,0,3,17.17
2026-01-01 17:15:00,25.82,0.0,1,EVT_101_01,0,3,17.25
2026-01-01 17:20:00,25.74,0.0,1,EVT_101_01,0,3,17.33
2026-01-01 17:25:00,25.66,0.0,0,,0,3,17.42
2026-01-01 17:30:00,25.58,0.0,0,,0,3,17.5
2026-01-01 17:35:00,25.5,0.0,0,,0,3,17.58
2026-01-01 17:40:00,25.42,0.0,0,,0,3,17.67
2026-01-01 17:45:00,25.34,0.0,0,,0,3,17.75
2026-01-01 17:50:00,25.25,0.0,0,,0,3,17.83
2026-01-01 17:55:00,25.17,0.0,0,,0,3,17.92
2026-01-01 18:00:00,25.09,0.0,0,,0,3,18.0
2026-01-01 18:05:00,25.0,0.0,0,,0,3,18.08
2026-01-01 18:10:00,24.92,0.0,0,,0,3,18.17
2026-01-01 18:15:00,24.83,0.0,0,,0,3,18.25
2026-01-01 18:20:00,24.75,0.0,0,,0,3,18.33
2026-01-01 18:25:00,24.66,0.0,0,,0,3,18.42
2026-01-01 18:30:00,24.57,0.0,0,,0,3,18.5
2026-01-01 18:35:00,24.49,0.0,0,,0,3,18.58
2026-01-01 18:40:00,24.4,0.0,0,,0,3,18.67
2026-01-01 18:45:00,24.31,0.0,0,,0,3,18.75
2026-01-01 18:50:00,24.23,0.0,0,,0,3,18.83
2026-01-01 18:55:00,24.14,0.0,0,,0,3,18.92
2026-01-01 19:00:00,24.05,0.0,0,,0,3,19.0
2026-01-01 19:05:00,23.96,0.0,0,,0,3,19.08
2026-01-01 19:10:00,23.88,0.0,0,,0,3,19.17
2026-01-01 19:15:00,23.79,0.0,0,,0,3,19.25
2026-01-01 19:20:00,23.7,0.0,0,,0,3,19.33
2026-01-01 19:25:00,23.62,0.0,0,,0,3,19.42
2026-01-01 19:30:00,23.53,0.0,0,,0,3,19.5
2026-01-01 19:35:00,23.44,0.0,0,,0,3,19.58
2026-01-01 19:40:00,23.36,0.0,0,,0,3,19.67
2026-01-01 19:45:00,23.27,0.0,0,,0,3,19.75
2026-01-01 19:50:00,23.19,0.0,0,,0,3,19.83
2026-01-01 19:55:00,23.1,0.0,0,,0,3,19.92
2026-01-01 20:00:00,23.02,0.0,0,,0,3,20.0
2026-01-01 20:05:00,22.93,0.0,0,,0,3,20.08
2026-01-01 20:10:00,22.85,0.0,0,,0,3,20.17
2026-01-01 20:15:00,22.77,0.0,0,,0,3,20.25
2026-01-01 20:20:00,22.68,0.0,0,,0,3,20.33
2026-01-01 20:25:00,22.6,0.0,0,,0,3,20.42
2026-01-01 20:30:00,22.52,0.0,0,,0,3,20.5
2026-01-01 20:35:00,22.44,0.0,0,,0,3,20.58
2026-01-01 20:40:00,22.36,0.0,0,,0,3,20.67
2026-01-01 20:45:00,22.28,0.0,0,,0,3,20.75
2026-01-01 20:50:00,22.2,0.0,0,,0,3,20.83
2026-01-01 20:55:00,22.13,0.0,0,,0,3,20.92
2026-01-01 21:00:00,22.05,0.0,0,,0,3,21.0
2026-01-01 21:05:00,21.98,0.0,0,,0,3,21.08
2026-01-01 21:10:00,21.9,0.0,0,,0,3,21.17
2026-01-01 21:15:00,21.83,0.0,0,,0,3,21.25
2026-01-01 21:20:00,21.76,0.0,0,,0,3,21.33
2026-01-01 21:25:00,21.69,0.0,0,,0,3,21.42
2026-01-01 21:30:00,21.62,0.0,0,,0,3,21.5
2026-01-01 21:35:00,21.55,0.0,0,,0,3,21.58
2026-01-01 21:40:00,21.48,0.0,0,,0,3,21.67
2026-01-01 21:45:00,21.41,0.0,0,,0,3,21.75
2026-01-01 21:50:00,21.35,0.0,0,,0,3,21.83
2026-01-01 21:55:00,21.29,0.0,0,,0,3,21.92
2026-01-01 22:00:00,21.22,0.0,0,,0,3,22.0
2026-01-01 22:05:00,21.16,0.0,0,,0,3,22.08
2026-01-01 22:10:00,21.1,0.0,0,,0,3,22.17
2026-01-01 22:15:00,21.04,0.0,0,,0,3,22.25
2026-01-01 22:20:00,20.99,0.0,0,,0,3,22.33
2026-01-01 22:25:00,20.93,0.0,0,,0,3,22.42
2026-01-01 22:30:00,20.88,0.0,0,,0,3,22.5
2026-01-01 22:35:00,20.83,0.0,0,,0,3,22.58
2026-01-01 22:40:00,20.78,0.0,0,,0,3,22.67
2026-01-01 22:45:00,20.73,0.0,0,,0,3,22.75
2026-01-01 22:50:00,20.68,0.0,0,,0,3,22.83
2026-01-01 22:55:00,20.63,0.0,0,,0,3,22.92
2026-01-01 23:00:00,20.59,0.0,0,,0,3,23.0
2026-01-01 23:05:00,20.54,0.0,0,,0,3,23.08
2026-01-01 23:10:00,20.5,0.0,0,,0,3,23.17
2026-01-01 23:15:00,20.46,0.0,0,,0,3,23.25
2026-01-01 23:20:00,20.43,0.0,0,,0,3,23.33
2026-01-01 23:25:00,20.39,0.0,0,,0,3,23.42
2026-01-01 23:30:00,20.36,0.0,0,,0,3,23.5
2026-01-01 23:35:00,20.32,0.0,0,,0,3,23.58
2026-01-01 23:40:00,20.29,0.0,0,,0,3,23.67
2026-01-01 23:45:00,20.26,0.0,0,,0,3,23.75
2026-01-01 23:50:00,20.24,0.0,0,,0,3,23.83
2026-01-01 23:55:00,20.21,0.0,0,,0,3,23.92
2026-01-02 00:00:00,18.78,0.0,0,,0,4,0.0
2026-01-02 00:05:00,18.76,0.0,0,,0,4,0.08
2026-01-02 00:10:00,18.74,0.0,0,,0,4,0.17
2026-01-02 00:15:00,18.72,0.0,0,,0,4,0.25
2026-01-02 00:20:00,18.71,0.0,0,,0,4,0.33
2026-01-02 00:25:00,18.69,0.0,0,,0,4,0.42
2026-01-02 00:30:00,18.68,0.0,0,,0,4,0.5
2026-01-02 00:35:00,18.67,0.0,0,,0,4,0.58
2026-01-02 00:40:00,18.66,0.0,0,,0,4,0.67
2026-01-02 00:45:00,18.65,0.0,0,,0,4,0.75
2026-01-02 00:50:00,18.65,0.0,0,,0,4,0.83
2026-01-02 00:55:00,18.65,0.0,0,,0,4,0.92
2026-01-02 01:00:00,18.64,0.0,0,,0,4,1.0
2026-01-02 01:05:00,18.65,0.0,0,,0,4,1.08
2026-01-02 01:10:00,18.65,0.0,0,,0,4,1.17
2026-01-02 01:15:00,18.65,0.0,0,,0,4,1.25
2026-01-02 01:20:00,18.66,0.0,0,,0,4,1.33
2026-01-02 01:25:00,18.67,0.0,0,,0,4,1.42
2026-01-02 01:30:00,18.68,0.0,0,,0,4,1.5
2026-01-02 01:35:00,18.69,0.0,0,,0,4,1.58
2026-01-02 01:40:00,18.71,0.0,0,,0,4,1.67
2026-01-02 01:45:00,18.72,0.0,0,,0,4,1.75
2026-01-02 01:50:00,18.74,0.0,0,,0,4,1.83
2026-01-02 01:55:00,18.76,0.0,0,,0,4,1.92
2026-01-02 02:00:00,18.78,0.0,0,,0,4,2.0
2026-01-02 02:05:00,18.8,0.0,0,,0,4,2.08
2026-01-02 02:10:00,18.83,0.0,0,,0,4,2.17
2026-01-02 02:15:00,18.86,0.0,0,,0,4,2.25
2026-01-02 02:20:00,18.89,0.0,0,,0,4,2.33
2026-01-02 02:25:00,18.92,0.0,0,,0,4,2.42
2026-01-02 02:30:00,18.95,0.0,0,,0,4,2.5
2026-01-02 02:35:00,18.98,0.0,0,,0,4,2.58
2026-01-02 02:40:00,19.02,0.0,0,,0,4,2.67
2026-01-02 02:45:00,19.06,0.0,0,,0,4,2.75
2026-01-02 02:50:00,19.1,0.0,0,,0,4,2.83
2026-01-02 02:55:00,19.14,0.0,0,,0,4,2.92
2026-01-02 03:00:00,19.18,0.0,0,,0,4,3.0
2026-01-02 03:05:00,19.22,0.0,0,,0,4,3.08
2026-01-02 03:10:00,19.27,0.0,0,,0,4,3.17
2026-01-02 03:15:00,19.32,0.0,0,,0,4,3.25
2026-01-02 03:20:00,19.37,0.0,0,,0,4,3.33
2026-01-02 03:25:00,19.42,0.0,0,,0,4,3.42
2026-01-02 03:30:00,19.47,0.0,0,,0,4,3.5
2026-01-02 03:35:00,19.52,0.0,0,,0,4,3.58
2026-01-02 03:40:00,19.58,0.0,0,,0,4,3.67
2026-01-02 03:45:00,19.64,0.0,0,,0,4,3.75
2026-01-02 03:50:00,19.7,0.0,0,,0,4,3.83
2026-01-02 03:55:00,19.76,0.0,0,,0,4,3.92
2026-01-02 04:00:00,19.82,0.0,0,,0,4,4.0
2026-01-02 04:05:00,19.88,0.0,0,,0,4,4.08
2026-01-02 04:10:00,19.94,0.0,0,,0,4,4.17
2026-01-02 04:15:00,20.01,0.0,0,,0,4,4.25
2026-01-02 04:20:00,20.07,0.0,0,,0,4,4.33
2026-01-02 04:25:00,20.14,0.0,0,,0,4,4.42
2026-01-02 04:30:00,20.21,0.0,0,,0,4,4.5
2026-01-02 04:35:00,20.28,0.0,0,,0,4,4.58
2026-01-02 04:40:00,20.35,0.0,0,,0,4,4.67
2026-01-02 04:45:00,20.42,0.0,0,,0,4,4.75
2026-01-02 04:50:00,20.5,0.0,0,,0,4,4.83
2026-01-02 04:55:00,20.57,0.0,0,,0,4,4.92
2026-01-02 05:00:00,20.64,0.0,0,,0,4,5.0
2026-01-02 05:05:00,20.72,0.0,0,,0,4,5.08
2026-01-02 05:10:00,20.8,0.0,0,,0,4,5.17
2026-01-02 05:15:00,20.88,0.0,0,,0,4,5.25
2026-01-02 05:20:00,20.95,0.0,0,,0,4,5.33
2026-01-02 05:25:00,21.03,0.0,0,,0,4,5.42
2026-01-02 05:30:00,21.11,0.0,0,,0,4,5.5
2026-01-02 05:35:00,21.19,0.0,0,,0,4,5.58
2026-01-02 05:40:00,21.28,0.0,0,,0,4,5.67
2026-01-02 05:45:00,21.36,0.0,0,,0,4,5.75
2026-01-02 05:50:00,21.44,0.0,0,,0,4,5.83
2026-01-02 05:55:00,21.53,0.0,0,,0,4,5.92
2026-01-02 06:00:00,21.61,0.0,0,,0,4,6.0
2026-01-02 06:05:00,21.69,0.0,0,,0,4,6.08
2026-01-02 06:10:00,21.78,0.0,0,,0,4,6.17
2026-01-02 06:15:00,21.86,0.0,0,,0,4,6.25
2026-01-02 06:20:00,21.95,0.0,0,,0,4,6.33
2026-01-02 06:25:00,22.04,0.0,0,,0,4,6.42
2026-01-02 06:30:00,22.12,0.0,0,,0,4,6.5
2026-01-02 06:35:00,22.21,0.0,0,,0,4,6.58
2026-01-02 06:40:00,22.3,0.0,0,,0,4,6.67
2026-01-02 06:45:00,22.38,0.0,0,,0,4,6.75
2026-01-02 06:50:00,22.47,0.0,0,,0,4,6.83
2026-01-02 06:55:00,22.56,0.0,0,,0,4,6.92
2026-01-02 07:00:00,22.64,0.0,0,,0,4,7.0
2026-01-02 07:05:00,22.73,0.0,0,,0,4,7.08
2026-01-02 07:10:00,22.82,0.0,0,,0,4,7.17
2026-01-02 07:15:00,22.91,0.0,0,,0,4,7.25
2026-01-02 07:20:00,22.99,0.0,0,,0,4,7.33
2026-01-02 07:25:00,23.08,0.0,0,,0,4,7.42
2026-01-02 07:30:00,23.17,0.0,0,,0,4,7.5
2026-01-02 07:35:00,23.25,0.0,0,,0,4,7.58
2026-01-02 07:40:00,23.34,0.0,0,,0,4,7.67
2026-01-02 07:45:00,23.42,0.0,0,,0,4,7.75
2026-01-02 07:50:00,23.51,0.0,0,,0,4,7.83
2026-01-02 07:55:00,23.6,0.0,0,,0,4,7.92
2026-01-02 08:00:00,23.68,0.0,0,,0,4,8.0
2026-01-02 08:05:00,23.76,0.0,0,,0,4,8.08
2026-01-02 08:10:00,23.85,0.0,0,,0,4,8.17
2026-01-02 08:15:00,23.93,0.0,0,,0,4,8.25
2026-01-02 08:20:00,24.01,0.0,0,,0,4,8.33
2026-01-02 08:25:00,24.09,0.0,0,,0,4,8.42
2026-01-02 08:30:00,24.18,0.0,0,,0,4,8.5
2026-01-02 08:35:00,24.26,0.0,0,,0,4,8.58
2026-01-02 08:40:00,24.33,0.0,0,,0,4,8.67
2026-01-02 08:45:00,24.41,0.0,0,,0,4,8.75
2026-01-02 08:50:00,24.49,0.0,0,,0,4,8.83
2026-01-02 08:55:00,24.57,0.0,0,,0,4,8.92
2026-01-02 09:00:00,24.64,0.0,0,,0,4,9.0
2026-01-02 09:05:00,24.72,0.0,0,,0,4,9.08
2026-01-02 09:10:00,24.79,0.0,0,,0,4,9.17
2026-01-02 09:15:00,24.87,0.0,0,,0,4,9.25
2026-01-02 09:20:00,24.94,0.0,0,,0,4,9.33
2026-01-02 09:25:00,25.01,0.0,0,,0,4,9.42
2026-01-02 09:30:00,25.08,0.0,0,,0,4,9.5
2026-01-02 09:35:00,25.15,0.0,0,,0,4,9.58
2026-01-02 09:40:00,25.22,0.0,0,,0,4,9.67
2026-01-02 09:45:00,25.28,0.0,0,,0,4,9.75
2026-01-02 09:50:00,25.35,0.0,0,,0,4,9.83
2026-01-02 09:55:00,25.41,0.0,0,,0,4,9.92
2026-01-02 10:00:00,25.47,0.0,0,,0,4,10.0
2026-01-02 10:05:00,25.53,0.0,0,,0,4,10.08
2026-01-02 10:10:00,25.59,0.0,0,,0,4,10.17
2026-01-02 10:15:00,25.65,0.0,0,,0,4,10.25
2026-01-02 10:20:00,25.71,0.0,0,,0,4,10.33
2026-01-02 10:25:00,25.76,0.0,0,,0,4,10.42
2026-01-02 10:30:00,25.82,0.0,0,,0,4,10.5
2026-01-02 10:35:00,25.87,0.0,0,,0,4,10.58
2026-01-02 10:40:00,25.92,0.0,0,,0,4,10.67
2026-01-02 10:45:00,25.97,0.0,0,,0,4,10.75
2026-01-02 10:50:00,26.02,0.0,0,,0,4,10.83
2026-01-02 10:55:00,26.06,0.0,0,,0,4,10.92
2026-01-02 11:00:00,26.11,0.0,0,,0,4,11.0
2026-01-02 11:05:00,26.15,0.0,0,,0,4,11.08
2026-01-02 11:10:00,26.19,0.0,0,,0,4,11.17
2026-01-02 11:15:00,26.23,0.0,0,,0,4,11.25
2026-01-02 11:20:00,26.27,0.0,0,,0,4,11.33
2026-01-02 11:25:00,26.31,0.0,0,,0,4,11.42
2026-01-02 11:30:00,26.34,0.0,0,,0,4,11.5
2026-01-02 11:35:00,26.37,0.0,0,,0,4,11.58
2026-01-02 11:40:00,26.4,0.0,0,,0,4,11.67
2026-01-02 11:45:00,26.43,0.0,0,,0,4,11.75
2026-01-02 11:50:00,26.46,0.0,0,,0,4,11.83
2026-01-02 11:55:00,26.48,0.0,0,,0,4,11.92
2026-01-02 12:00:00,26.51,0.0,0,,0,4,12.0
