timestamp,segment_id,source_node,target_node,speed_kmh,flow_vph,occupancy_pct,travel_time_min,free_flow_time_min,delay_min,queue_length_veh,congestion_index,sensor_quality,temperature_c,rain_intensity,event_level,event_id,holiday_flag,day_of_week,hour,roadwork_active,speed_anomaly,flow_anomaly,queue_anomaly,is_anomaly
2026-01-01 00:15:00,R0068,N019,N018,28.8,1269.9,46.88,3.273,3.142,0.131,0.0,0.0399,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0075,N020,N021,59.62,591.4,28.36,0.934,0.928,0.006,0.0,0.0063,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0127,N033,N045,39.11,519.9,39.65,1.261,1.233,0.028,0.0,0.0223,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0149,N039,N051,39.24,492.4,37.92,1.734,1.701,0.033,0.0,0.019,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0158,N053,N041,29.91,459.6,23.6,2.185,2.178,0.007,0.0,0.003,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0170,N056,N044,49.35,753.2,34.2,1.953,1.927,0.025,0.0,0.013,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0219,N057,N069,29.12,1143.5,42.91,3.351,3.252,0.099,0.0,0.0295,1.0,20.13,0.0,0,,0,3,0,0,True,True,False,True
2026-01-01 00:15:00,R0238,N074,N062,59.2,759.0,34.41,0.904,0.892,0.012,0.0,0.0133,1.0,20.13,0.0,0,,0,3,0,0,True,True,False,True
2026-01-01 00:15:00,R0254,N078,N066,28.44,696.4,50.74,2.057,1.95,0.107,0.0,0.052,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0290,N077,N076,58.22,1146.1,42.99,1.297,1.259,0.038,0.0,0.0296,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0373,N098,N099,29.78,311.0,29.46,2.744,2.724,0.02,0.0,0.0074,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0379,N099,N111,56.95,2072.2,50.38,0.932,0.885,0.047,0.0,0.0508,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0384,N112,N100,39.66,653.1,30.58,1.93,1.914,0.016,0.0,0.0085,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:15:00,R0428,N116,N115,39.75,878.5,28.15,2.554,2.538,0.016,0.0,0.0062,1.0,20.13,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0015,N004,N016,59.51,641.7,30.17,1.003,0.995,0.008,0.0,0.0081,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0026,N008,N007,59.51,645.8,30.32,1.308,1.297,0.011,0.0,0.0082,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0074,N031,N019,59.79,729.6,24.56,0.845,0.842,0.003,0.0,0.0035,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0089,N023,N035,39.83,512.2,25.5,1.702,1.695,0.007,0.0,0.0041,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0116,N042,N030,38.64,1200.3,44.69,2.14,2.067,0.073,0.0,0.0339,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0203,N053,N065,39.67,964.4,30.22,1.934,1.918,0.016,0.0,0.0081,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0249,N065,N077,59.86,424.9,22.34,1.317,1.314,0.003,0.0,0.0024,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0269,N070,N082,49.81,741.2,24.84,1.136,1.132,0.004,0.0,0.0037,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0271,N071,N072,59.48,985.9,30.73,1.414,1.402,0.012,0.0,0.0087,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:20:00,R0290,N077,N076,58.01,1190.6,44.38,1.302,1.259,0.043,0.0,0.0331,1.0,20.11,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:25:00,R0029,N008,N009,39.69,630.1,29.75,2.072,2.056,0.016,0.0,0.0077,1.0,20.1,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:25:00,R0139,N037,N038,39.79,557.0,27.11,2.119,2.108,0.011,0.0,0.0053,1.0,20.1,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:25:00,R0225,N059,N060,59.54,630.4,29.76,1.003,0.995,0.008,0.0,0.0077,1.0,20.1,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:25:00,R0284,N086,N074,38.86,1130.3,42.49,1.848,1.796,0.053,0.0,0.0285,1.0,20.1,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:25:00,R0354,N104,N092,49.75,815.9,26.64,0.943,0.938,0.005,0.0,0.0049,1.0,20.1,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:25:00,R0384,N112,N100,39.73,604.6,28.83,1.927,1.914,0.013,0.0,0.0068,1.0,20.1,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:25:00,R0407,N106,N118,29.75,323.3,30.35,2.993,2.968,0.025,0.0,0.0083,1.0,20.1,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0030,N009,N008,29.8,603.7,28.8,2.213,2.198,0.015,0.0,0.0067,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0041,N011,N012,39.84,251.1,25.14,1.321,1.316,0.005,0.0,0.0039,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0073,N019,N031,39.74,597.7,28.58,1.554,1.543,0.01,0.0,0.0065,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0143,N038,N039,39.86,481.2,24.37,1.588,1.582,0.005,0.0,0.0034,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0203,N053,N065,39.59,1044.2,32.14,1.938,1.918,0.02,0.0,0.0103,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0265,N069,N081,48.14,1859.2,45.92,0.978,0.942,0.036,0.0,0.0372,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0274,N083,N071,29.71,339.0,31.48,3.6,3.566,0.034,0.0,0.0095,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0281,N074,N075,38.32,1940.5,47.62,2.584,2.475,0.109,0.0,0.0421,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0386,N102,N101,59.73,527.0,26.03,1.655,1.648,0.007,0.0,0.0045,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0408,N118,N106,49.79,774.1,25.64,2.137,2.128,0.009,0.0,0.0042,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:30:00,R0416,N110,N109,39.89,444.8,23.06,1.519,1.515,0.004,0.0,0.0027,1.0,20.09,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0071,N019,N020,49.5,689.4,31.9,1.645,1.628,0.016,0.0,0.01,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0168,N045,N044,39.59,1041.8,32.08,2.07,2.049,0.021,0.0,0.0102,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0198,N053,N052,29.88,507.4,25.32,2.454,2.444,0.01,0.0,0.004,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0216,N068,N056,29.76,957.0,30.04,3.371,3.344,0.027,0.0,0.008,1.0,20.08,0.0,0,,0,3,0,0,True,True,False,True
2026-01-01 00:35:00,R0237,N062,N074,29.91,700.2,23.86,2.582,2.574,0.008,0.0,0.0031,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0279,N073,N085,48.63,1116.1,42.05,2.098,2.04,0.058,0.0,0.0274,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0349,N091,N103,59.6,599.9,28.66,1.006,0.999,0.007,0.0,0.0066,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0403,N105,N117,29.21,1101.4,41.58,2.486,2.42,0.066,0.0,0.0264,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0407,N106,N118,29.67,357.4,32.81,3.001,2.968,0.033,0.0,0.0111,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0412,N119,N107,39.64,333.2,31.06,1.577,1.563,0.014,0.0,0.009,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0422,N113,N112,59.64,874.3,28.05,1.18,1.173,0.007,0.0,0.0061,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:35:00,R0436,N120,N119,29.88,766.8,25.46,2.185,2.176,0.009,0.0,0.0041,1.0,20.08,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0013,N004,N005,29.63,1112.1,33.77,2.13,2.104,0.026,0.0,0.0124,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0053,N014,N026,59.21,757.6,34.36,1.721,1.698,0.023,0.0,0.0132,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0111,N029,N041,39.29,480.8,37.19,1.248,1.225,0.022,0.0,0.0177,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0152,N041,N040,49.69,585.1,28.13,1.849,1.837,0.011,0.0,0.0061,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0157,N041,N053,29.88,255.7,25.47,2.818,2.806,0.012,0.0,0.0041,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0172,N046,N045,38.43,1263.9,46.69,2.311,2.22,0.091,0.0,0.0394,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0194,N052,N051,58.23,1143.3,42.9,1.253,1.216,0.037,0.0,0.0294,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0278,N074,N073,29.45,487.1,37.59,3.384,3.322,0.062,0.0,0.0184,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0290,N077,N076,57.77,1240.0,45.94,1.308,1.259,0.049,0.0,0.0372,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0338,N100,N088,39.7,627.5,29.66,1.67,1.658,0.013,0.0,0.0076,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0345,N090,N102,38.43,1262.9,46.66,1.625,1.562,0.064,0.0,0.0393,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:40:00,R0369,N097,N098,29.8,602.6,28.76,3.326,3.304,0.022,0.0,0.0067,1.0,20.07,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0016,N016,N004,59.48,658.1,30.77,1.703,1.688,0.015,0.0,0.0087,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0042,N012,N011,59.45,670.0,31.19,1.201,1.19,0.011,0.0,0.0092,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0059,N016,N017,29.81,297.0,28.45,2.029,2.016,0.013,0.0,0.0064,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0071,N019,N020,49.45,709.5,32.62,1.646,1.628,0.018,0.0,0.0109,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0094,N026,N025,38.69,1186.8,44.27,1.185,1.146,0.039,0.0,0.0328,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0101,N027,N028,29.13,1137.3,42.71,2.904,2.82,0.084,0.0,0.029,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0131,N034,N046,58.41,1102.2,41.61,1.183,1.152,0.031,0.0,0.0265,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0135,N035,N047,58.1,1173.1,43.84,1.398,1.354,0.044,0.0,0.0317,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0154,N052,N040,39.84,505.2,25.24,2.203,2.194,0.009,0.0,0.004,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0174,N057,N045,29.36,1025.2,39.19,3.474,3.4,0.074,0.0,0.0214,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:45:00,R0248,N066,N065,39.84,502.6,25.15,1.441,1.435,0.006,0.0,0.0039,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0087,N023,N024,59.81,467.8,23.89,1.441,1.436,0.005,0.0,0.0032,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0125,N033,N034,29.07,1163.5,43.53,2.025,1.962,0.063,0.0,0.031,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0168,N045,N044,39.65,987.8,30.78,2.067,2.049,0.018,0.0,0.0087,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0198,N053,N052,29.86,534.6,26.3,2.456,2.444,0.012,0.0,0.0047,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0326,N097,N085,49.56,330.4,30.86,1.478,1.465,0.013,0.0,0.0088,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0337,N088,N100,29.81,586.0,28.16,2.421,2.406,0.015,0.0,0.0062,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0348,N092,N091,39.7,627.4,29.66,1.418,1.407,0.011,0.0,0.0076,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0376,N110,N098,49.83,483.7,24.47,1.29,1.285,0.004,0.0,0.0035,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:50:00,R0430,N117,N116,39.78,560.7,27.25,2.457,2.444,0.013,0.0,0.0054,1.0,20.06,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0054,N026,N014,29.75,969.4,30.34,2.567,2.546,0.021,0.0,0.0083,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0118,N032,N031,29.4,1000.5,38.42,2.985,2.926,0.059,0.0,0.0199,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0125,N033,N034,28.99,1197.7,44.61,2.03,1.962,0.068,0.0,0.0337,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0272,N072,N071,29.7,685.4,31.75,2.206,2.184,0.022,0.0,0.0098,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0277,N073,N074,28.81,1265.7,46.74,2.036,1.956,0.08,0.0,0.0395,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0293,N077,N078,46.45,1555.1,55.83,1.082,1.006,0.077,0.0,0.0709,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0321,N084,N096,29.19,554.8,41.84,3.324,3.234,0.09,0.0,0.027,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0353,N092,N104,49.62,313.7,29.65,1.248,1.238,0.009,0.0,0.0076,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 00:55:00,R0401,N105,N106,48.95,1529.3,39.01,1.413,1.384,0.03,0.0,0.0211,1.0,20.05,0.0,0,,0,3,0,0,True,False,False,True
2026-01-01 01:00:00,R0034,N010,N009,29.5,938.7,36.48,2.145,2.11,0.035,0.0,0.0165,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:00:00,R0147,N039,N040,39.22,1491.9,38.23,2.226,2.182,0.044,0.0,0.0196,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:00:00,R0169,N044,N056,49.68,595.2,28.49,0.966,0.96,0.006,0.0,0.0065,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:00:00,R0277,N073,N074,28.97,1204.7,44.83,2.025,1.956,0.069,0.0,0.0343,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:00:00,R0330,N098,N086,49.67,598.9,28.63,0.916,0.91,0.006,0.0,0.0066,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:00:00,R0401,N105,N106,48.97,1515.9,38.73,1.413,1.384,0.029,0.0,0.0205,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0047,N013,N014,49.56,658.3,30.77,2.06,2.042,0.018,0.0,0.0087,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0095,N025,N037,48.82,529.6,40.26,2.097,2.047,0.049,0.0,0.0235,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0174,N057,N045,28.75,1289.4,47.49,3.548,3.4,0.148,0.0,0.0417,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0178,N058,N046,59.81,470.8,24.0,1.08,1.077,0.003,0.0,0.0032,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0181,N047,N059,29.72,670.1,31.2,1.837,1.82,0.017,0.0,0.0092,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0246,N076,N064,39.72,916.0,29.05,1.998,1.984,0.014,0.0,0.007,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0269,N070,N082,49.8,762.8,25.36,1.136,1.132,0.005,0.0,0.004,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0325,N085,N097,49.74,555.0,27.04,1.205,1.199,0.006,0.0,0.0052,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0419,N111,N112,49.03,495.0,38.08,2.167,2.125,0.042,0.0,0.0193,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:05:00,R0421,N112,N113,29.9,234.7,23.95,1.681,1.676,0.005,0.0,0.0032,1.0,20.05,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:10:00,R0093,N025,N026,58.44,547.5,41.38,1.648,1.605,0.043,0.0,0.026,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:10:00,R0098,N027,N026,28.46,1387.0,50.55,2.231,2.116,0.115,0.0,0.0514,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:10:00,R0120,N043,N031,29.46,964.8,37.3,2.607,2.56,0.047,0.0,0.0179,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:10:00,R0132,N046,N034,39.47,873.5,34.43,2.309,2.278,0.031,0.0,0.0133,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:10:00,R0175,N046,N047,49.4,1102.2,33.53,1.216,1.201,0.015,0.0,0.0121,1.0,20.06,0.0,0,,0,3,1,0,True,True,False,True
2026-01-01 01:10:00,R0206,N055,N054,28.78,639.6,47.17,1.764,1.692,0.072,0.0,0.0407,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:10:00,R0281,N074,N075,38.47,1877.2,46.3,2.573,2.475,0.098,0.0,0.0383,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:10:00,R0406,N107,N106,59.66,568.5,27.53,1.587,1.578,0.009,0.0,0.0056,1.0,20.06,0.0,0,,0,3,1,0,True,True,False,True
2026-01-01 01:15:00,R0010,N004,N003,29.55,907.5,35.5,2.394,2.358,0.036,0.0,0.0149,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0021,N006,N007,39.24,985.1,37.93,2.485,2.438,0.047,0.0,0.019,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0025,N007,N008,59.8,473.3,24.09,1.01,1.007,0.003,0.0,0.0033,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0026,N008,N007,59.44,673.0,31.3,1.309,1.297,0.012,0.0,0.0093,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0035,N009,N021,58.56,1600.9,40.51,1.212,1.183,0.029,0.0,0.0241,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0094,N026,N025,38.07,1357.5,49.63,1.204,1.146,0.058,0.0,0.0483,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0135,N035,N047,58.6,1054.7,40.12,1.386,1.354,0.032,0.0,0.0233,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0156,N042,N041,39.67,323.7,30.38,2.446,2.426,0.02,0.0,0.0083,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0173,N045,N057,58.26,1137.9,42.73,1.44,1.398,0.042,0.0,0.029,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0187,N049,N061,29.9,470.6,23.99,3.467,3.456,0.011,0.0,0.0032,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0189,N050,N051,39.74,298.6,28.56,1.44,1.431,0.009,0.0,0.0065,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0246,N076,N064,39.77,862.8,27.77,1.996,1.984,0.012,0.0,0.0058,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0306,N081,N080,58.63,1047.2,39.88,1.301,1.271,0.03,0.0,0.0228,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0308,N092,N080,58.98,948.8,36.79,1.168,1.148,0.02,0.0,0.017,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0369,N097,N098,29.5,818.6,36.56,3.36,3.304,0.056,0.0,0.0167,1.0,20.06,0.0,0,,0,3,1,0,True,True,False,True
2026-01-01 01:15:00,R0370,N098,N097,59.78,246.2,24.78,1.528,1.522,0.006,0.0,0.0037,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:15:00,R0405,N106,N107,29.73,668.6,31.14,2.424,2.402,0.022,0.0,0.0091,1.0,20.06,0.0,0,,0,3,1,0,True,False,False,True
2026-01-01 01:20:00,R0041,N011,N012,39.84,252.0,25.2,1.321,1.316,0.005,0.0,0.0039,1.0,20.07,0.0,0,,0,3,1,0,True,False,False,True
