segment_id,speed_kmh,flow_vph,occupancy_pct,delay_min,queue_length_veh,congestion_index
R0056,38.878141203703706,929.2160416666666,36.275055555555554,0.051933564814814814,0.2200462962962963,0.02804835648148148
R0057,29.147627314814816,1398.6461574074076,36.37609259259259,0.06241180555555556,0.24701388888888887,0.02841138888888889
R0058,46.86142592592592,633.1594212962964,46.85106712962963,0.13487337962962964,11.600231481481481,0.06277071759259259
R0059,29.72366898148148,259.05287037037033,25.806298611111114,0.019312962962962962,0.0,0.009211388888888889
R0060,59.3707337962963,274.4355324074074,26.917118055555555,0.012239120370370369,0.0,0.010487476851851852
R0061,29.691949074074074,549.3730092592592,26.93519675925926,0.03740185185185185,0.0,0.010269560185185185
R0062,49.18794212962963,988.607175925926,30.896708333333333,0.032669907407407404,0.0,0.01623875
R0063,59.128761574074076,599.8437962962963,28.75781712962963,0.025047453703703704,0.0,0.014521689814814815
R0064,59.189907407407404,577.5896296296297,27.95422453703704,0.01834837962962963,0.03782407407407407,0.013501898148148148
R0065,59.39570833333333,539.8442824074074,26.591226851851854,0.010134953703703703,0.0,0.010072615740740741
R0066,59.07317361111111,637.2936805555556,30.110219907407405,0.02522800925925926,0.2526851851851852,0.015448333333333333
R0067,29.145905092592592,1359.923125,35.56311342592593,0.09349212962962963,2.0340277777777778,0.02846974537037037
R0068,28.29304861111111,1207.5665509259259,45.00614814814815,0.20784236111111112,15.824953703703704,0.05689803240740741
R0069,47.32682175925926,1171.2980092592593,43.86915046296296,0.1015,12.491342592592591,0.053461643518518516
R0070,47.70362037037037,1109.4454861111112,41.92705324074074,0.10629884259259259,7.330949074074074,0.04592828703703704
R0071,49.29043518518518,604.1234953703704,28.912321759259257,0.02471111111111111,0.10516203703703704,0.01419037037037037
R0072,59.462155092592596,495.2857407407407,24.982118055555556,0.01287314814814815,0.0,0.008964722222222223
R0073,39.577650462962964,532.1763194444445,26.314324074074076,0.017448611111111113,0.0,0.010558703703703704
R0074,59.44236111111111,748.907962962963,25.12608101851852,0.00840324074074074,0.0,0.009294097222222223
R0075,59.168055555555554,608.5225231481481,29.071275462962962,0.013692592592592593,0.0,0.013865347222222222
R0076,29.772532407407407,476.66511574074076,24.309631944444444,0.015632407407407407,0.0,0.007582430555555557
R0077,29.68641898148148,275.5951157407407,27.000891203703706,0.025730787037037035,0.0,0.010456481481481482
R0078,49.5272962962963,522.9913888888889,25.982627314814813,0.02061064814814815,0.0,0.009456041666666666
R0079,57.18017824074074,1139.0416435185186,42.86381712962963,0.08596828703703703,6.541967592592592,0.04699722222222222
R0080,28.366155092592592,1200.9770833333334,44.80790972222223,0.1620888888888889,13.984583333333333,0.054461643518518524
R0081,47.739321759259255,558.8557870370371,42.19413425925926,0.06601041666666667,3.090763888888889,0.045212916666666665
R0082,28.479921296296293,1166.339375,43.72014814814815,0.11335787037037037,10.182962962962963,0.050668680555555554
R0083,39.366481481481486,622.5580324074075,29.578083333333336,0.031738194444444444,0.0,0.015839398148148148
R0084,39.29069444444444,658.6684027777778,30.882016203703703,0.04777939814814815,0.0,0.017735115740740742
R0085,49.439972222222224,567.7746296296297,27.59975925925926,0.010466666666666668,0.0,0.011204282407407408
R0086,59.60439814814815,453.9449074074074,23.489354166666665,0.009313888888888889,0.0,0.006594814814814815
R0087,59.468497685185184,472.0525231481481,24.143101851851853,0.014959722222222223,0.0,0.008858287037037038
R0088,58.86112037037037,1014.6966898148148,31.524782407407407,0.025656250000000002,0.011550925925925926,0.01898185185185185
R0089,39.555967592592594,510.3060185185185,25.524506944444443,0.02311087962962963,0.0,0.011101921296296295
R0090,49.50992592592593,244.79458333333335,24.776407407407408,0.021979166666666668,0.0,0.00980148148148148
R0091,29.65440277777778,280.8912037037037,27.383347222222223,0.031617824074074076,0.0,0.011520486111111112
R0092,39.49366666666667,585.2005555555555,28.22913888888889,0.02271111111111111,0.0,0.012657060185185184
R0093,58.28882407407407,465.464375,36.32891898148148,0.0492625,0.13333333333333333,0.028519143518518517
R0094,38.172613425925924,1119.3450231481481,42.24526388888889,0.05856597222222222,6.086736111111112,0.04568615740740741
R0095,48.58585185185185,466.6842361111111,36.40544444444444,0.06220069444444444,0.12108796296296297,0.02828164351851852
R0096,37.627129629629636,1241.1171064814816,46.06655787037037,0.17093310185185187,19.421273148148146,0.059321342592592585
R0097,29.311050925925926,1275.0973148148148,33.78958333333333,0.07701875,0.0,0.02296787037037037
R0098,28.297708333333336,1218.2013425925925,45.348932870370376,0.13832592592592594,17.13060185185185,0.056742453703703705
R0099,57.39439814814815,1628.4904166666665,41.187650462962964,0.03782013888888889,5.826342592592592,0.04342752314814815
R0100,47.25348148148149,595.8389351851853,44.516587962962966,0.057785416666666665,7.195231481481482,0.054930462962962966
R0101,28.77986111111111,1067.026712962963,40.60244675925926,0.1269724537037037,3.668912037037037,0.040672430555555555
R0102,47.0391412037037,1861.609652777778,46.064648148148144,0.13643425925925926,27.72034722222222,0.05921736111111111
R0103,58.15315740740741,478.05854166666666,37.11972453703704,0.043905787037037035,0.15432870370370372,0.03078108796296296
R0104,57.07700462962963,1709.2154398148148,42.876710648148155,0.05218703703703704,12.365231481481482,0.048717337962962966
R0105,29.179784722222223,922.0514351851853,36.049995370370375,0.09321550925925925,0.15162037037037038,0.027340185185185186
R0106,57.79800925925926,513.9124305555556,39.36711342592592,0.07108472222222223,1.5849305555555557,0.03669893518518519
R0107,29.108976851851853,476.24659722222225,37.00610416666667,0.11087939814814815,0.18939814814814815,0.029699768518518518
R0108,28.161608796296296,1890.4256944444444,46.657328703703705,0.2340539351851852,33.669444444444444,0.06128180555555555
R0109,56.461395833333334,1847.0506944444444,45.751534722222225,0.10364282407407407,28.86175925925926,0.05897699074074074
R0110,48.19931018518518,1011.2137037037038,38.84498379629629,0.08264421296296297,2.767939814814815,0.036015046296296295
R0111,38.761398148148146,482.35483796296296,37.38546296296297,0.04139837962962963,0.9949537037037036,0.03096875
R0112,57.77384722222222,1544.819699074074,39.43089583333333,0.033675694444444446,5.6754398148148155,0.037102337962962965
R0113,28.25162962962963,1222.0219444444444,45.45876851851852,0.12580069444444444,18.085671296296297,0.058280717592592596
R0114,28.27492361111111,1219.441111111111,45.37943518518519,0.15402453703703703,16.309490740740742,0.05750108796296296
R0115,47.38360185185185,1750.0464351851851,43.72440972222223,0.06355185185185185,19.02199074074074,0.052328078703703707
R0116,38.401185185185184,1077.754212962963,40.93784027777778,0.09160925925925927,6.838981481481482,0.039972916666666664
R0117,48.061935185185185,524.65125,40.04110648148148,0.07579768518518519,2.0364583333333335,0.03876305555555556
R0118,28.91360648148148,1021.0918055555554,39.15458101851852,0.11687731481481482,3.1790972222222225,0.03621194444444444
R0119,28.080016203703703,1911.5015277777777,47.0961712962963,0.2367988425925926,39.33300925925926,0.06400030092592592
R0120,29.37947916666667,839.8652083333334,33.469393518518515,0.056240740740740744,0.7411574074074074,0.02068335648148148
R0121,38.60067592592593,1011.1554166666667,38.84222453703704,0.05350069444444444,2.8502083333333332,0.03497990740740741
R0122,38.92291898148148,1376.8560185185186,35.919858796296296,0.04764699074074074,0.10793981481481481,0.026926875
R0123,37.321613425925925,1957.0386574074073,48.04723611111111,0.10037453703703704,43.27520833333333,0.06696145833333333
R0124,28.191210648148147,1248.5768055555554,46.292287037037035,0.18890300925925926,20.719421296296296,0.06029430555555556
R0125,28.492958333333334,1165.2247222222222,43.68596296296296,0.11154490740740741,10.009143518518519,0.05023675925925926
R0126,28.929696759259258,1024.757152777778,39.275189814814816,0.09119050925925926,1.724212962962963,0.035675578703703706
R0127,38.41928472222222,530.2665972222222,40.398608796296294,0.05366944444444444,1.226388888888889,0.03951856481481482
R0128,38.42037962962963,1053.7924305555555,40.18104398148148,0.10148888888888889,3.7673842592592592,0.03948949074074074
R0129,38.727324074074076,971.9734722222223,37.617752314814815,0.05736851851851852,0.4971527777777777,0.03181798611111111
R0130,28.671937500000002,1105.940439814815,41.82449537037037,0.16812569444444445,4.965671296296296,0.044268773148148144
R0131,58.037046296296296,973.5479166666667,37.6670787037037,0.04207175925925926,0.6433101851851851,0.032715925925925926
R0132,39.023407407407404,861.538587962963,34.14988888888889,0.06170972222222223,0.02201388888888889,0.024416782407407408
R0133,56.457499999999996,1843.5060416666665,45.684986111111115,0.08764398148148149,26.289467592592594,0.059041388888888886
R0134,38.621090277777775,1493.9140277777776,38.37037731481482,0.07993495370370371,1.8085416666666665,0.03447171296296296
R0135,57.722710648148144,1032.6136805555554,39.52178009259259,0.0570099537037037,1.676111111111111,0.03795462962962963
R0136,28.88475925925926,1530.94625,39.145611111111116,0.12861504629629628,2.935486111111111,0.03717326388888889
R0137,37.50697685185185,1247.4097685185186,46.26321296296296,0.10059976851851853,20.534305555555555,0.06232539351851852
R0138,48.14584027777778,1015.3065740740742,38.97836574074074,0.05472152777777778,1.5819675925925925,0.03708324074074074
R0139,39.59383333333333,522.1009259259259,25.950416666666666,0.02371273148148148,0.0,0.01015625
R0140,39.556305555555554,543.1270138888889,26.709645833333333,0.028683796296296298,0.0,0.011094328703703703
R0141,59.3223125,570.3459953703704,27.692657407407406,0.014048148148148148,0.0,0.011294374999999999
R0142,39.30016435185185,339.1640277777778,31.59198611111111,0.03347152777777778,0.0,0.017496319444444446
R0143,39.645710648148146,490.3162731481481,24.80271064814815,0.01567222222222222,0.0,0.008858032407407408
R0144,39.34702314814815,637.049537037037,30.10137962962963,0.03704953703703704,0.0,0.016325810185185186
R0145,49.21301851851852,627.4699305555556,29.75555787037037,0.019081944444444443,0.0,0.015740416666666666
R0146,49.241384259259256,624.9411342592593,29.664113425925926,0.01880138888888889,0.0,0.015172662037037038
R0147,38.742509259259265,1448.7106944444445,37.42405555555556,0.0752613425925926,0.644537037037037,0.031439837962962965
R0148,28.603733796296297,560.9319907407407,42.316912037037035,0.12001666666666666,3.779166666666667,0.04654261574074074
R0149,38.57771064814815,504.61840277777776,38.787856481481484,0.06694699074074074,0.7361574074074073,0.03555905092592593
R0150,47.832988425925926,1091.0445370370371,41.35010648148148,0.0655199074074074,5.853935185185185,0.04333909722222222
R0151,49.40808101851852,576.8051157407408,27.925909722222222,0.025210185185185186,0.0773611111111111,0.011838842592592592
R0152,49.42163194444445,573.262962962963,27.797935185185185,0.022125231481481482,0.0042824074074074075,0.011569027777777779
R0153,29.65996527777778,846.7790972222223,27.482208333333332,0.027675694444444444,0.011712962962962963,0.011337847222222223
R0154,39.67356712962963,489.47270833333334,24.772266203703705,0.01865787037037037,0.0,0.008162546296296296
R0155,59.350458333333336,549.2354166666667,26.93038888888889,0.011678472222222222,0.0015972222222222223,0.010827337962962962
R0156,39.40961111111111,312.40194444444444,29.659208333333332,0.037955555555555555,0.07081018518518518,0.014761921296296297
R0157,29.78121064814815,235.95944444444444,24.138331018518517,0.021239583333333333,0.0,0.007294976851851852
R0158,29.800372685185184,452.57310185185185,23.43967361111111,0.015045370370370369,0.0,0.00665775462962963
R0159,29.076761574074073,976.6447685185186,37.76325,0.08587129629629629,2.659560185185185,0.030772847222222226
R0160,48.368803240740746,999.0611574074074,38.46714583333333,0.05947523148148148,3.2020833333333334,0.03262402777777778
R0161,39.22413425925926,812.3471296296296,32.60530555555556,0.031450462962962965,0.49643518518518515,0.019397662037037036
R0162,29.109287037037035,961.0108101851853,37.27267824074074,0.08475069444444444,2.1998379629629627,0.029689050925925924
R0163,29.74063888888889,489.8100231481481,24.784372685185186,0.028348842592592592,0.0,0.008648402777777777
R0164,29.728618055555557,499.23916666666673,25.124877314814814,0.020402314814814818,0.0,0.009047152777777777
R0165,29.71074074074074,772.2195370370371,25.687289351851852,0.01578935185185185,0.0,0.009643078703703702
R0166,29.56923148148148,904.1622685185185,28.863689814814816,0.05022708333333333,0.11479166666666667,0.014359467592592592
R0167,49.51540740740741,257.6171527777778,25.70246296296296,0.016721527777777776,0.00032407407407407406,0.009694074074074074
R0168,39.145752314814814,952.7087037037037,30.032414351851852,0.04889189814814815,0.5378472222222223,0.021356504629629628
R0169,49.53389583333333,511.05351851851856,25.551453703703704,0.009427546296296295,0.0,0.00932261574074074
R0170,49.08821296296296,676.7756018518519,31.5359837962963,0.037349537037037035,0.45439814814814816,0.018236481481481482
R0171,48.111562500000005,1023.3218287037037,39.22455787037037,0.07995949074074074,3.0051388888888892,0.03777043981481481
R0172,37.437724537037035,1271.0746296296297,47.00644675925926,0.16811342592592593,22.79314814814815,0.06405659722222222
R0173,57.353340277777775,1097.3802546296297,41.54877546296296,0.06933171296296296,6.581712962962963,0.04411164351851852
R0174,28.698101851851852,1090.5008564814816,41.332375,0.16562337962962964,5.919907407407408,0.04339747685185185
R0175,49.30421990740741,871.7863194444444,28.084159722222225,0.01913634259259259,0.0,0.013917361111111111
R0176,49.52680324074074,714.3486574074075,24.29413425925926,0.016027546296296297,0.0,0.00946400462962963
R0177,39.596439814814815,736.0460648148148,24.81643287037037,0.01970578703703704,0.0,0.010091319444444444
R0178,59.42862268518518,491.9622222222222,24.862189814814815,0.011921296296296296,0.0,0.009523819444444444
R0179,49.297148148148146,587.5672453703704,28.314395833333332,0.017025000000000002,0.0,0.014057916666666666
R0180,49.22146990740741,611.8825462962964,29.192493055555556,0.021333101851851853,0.0,0.015571203703703703
R0181,29.548768518518518,625.0231712962964,29.667060185185186,0.029065740740740743,0.0,0.015044444444444445
R0182,39.450743055555556,603.5482870370371,28.891638888888888,0.03781365740740741,0.0,0.01373263888888889
R0183,29.511243055555557,617.2443518518519,29.38617824074074,0.04065648148148148,0.0,0.016291875
R0184,59.44255092592593,703.4011342592593,24.030516203703705,0.01309097222222222,0.0,0.009290393518518519
R0185,59.27984490740741,577.0329166666667,27.934145833333332,0.01682037037037037,0.0,0.012002175925925927
R0186,59.13555324074074,294.0440046296296,28.33328935185185,0.019085416666666667,0.0,0.01440636574074074
R0187,29.762587962962964,491.0042824074074,24.82754861111111,0.028328009259259258,0.0,0.007916527777777778
R0188,29.616608796296298,598.9920601851852,28.727048611111112,0.04406782407407407,0.0,0.012780092592592593
R0189,39.45169675925926,304.6298611111111,29.09778935185185,0.020663657407407405,0.0,0.013706574074074074
R0190,49.24143287037037,632.6018287037036,29.940733796296296,0.02860509259259259,0.22099537037037037,0.01517087962962963
R0191,49.611826388888886,442.3234027777778,23.069523148148146,0.013498148148148148,0.0,0.0077639351851851845
R0192,29.686069444444442,519.1775231481481,25.844912037037037,0.04008888888888889,0.0,0.010464999999999999
R0193,37.98194675925926,1163.3244907407407,43.61881712962963,0.1485087962962963,11.263657407407408,0.050451087962962965
R0194,57.75086805555556,1037.2615046296296,39.66403935185185,0.05035162037037037,3.388912037037037,0.03748613425925926
R0195,28.150215277777775,1890.6318518518517,46.66472685185185,0.17504560185185186,32.73113425925926,0.061659374999999995
R0196,48.44619675925926,482.2822685185185,37.381298611111106,0.06823356481481481,0.9738425925925925,0.031075208333333333
R0197,39.67266898148148,245.22712962962962,24.807675925925928,0.015813888888888888,0.0,0.008184907407407408
R0198,29.665699074074073,557.9594212962963,27.245384259259257,0.028453703703703703,0.026527777777777775,0.011145115740740742
R0199,59.49500925925926,489.65599537037036,24.778780092592594,0.010859953703703703,0.0,0.008416828703703704
R0200,29.62291898148148,589.7565277777778,28.393594907407408,0.04524513888888889,0.020439814814814817,0.012570115740740741
R0201,29.620224537037036,292.87469907407404,28.24884259259259,0.03797986111111111,0.005324074074074074,0.012663865740740741
R0202,59.37277314814815,540.3423148148148,26.60911574074074,0.01606342592592593,0.0,0.01045298611111111
R0203,39.33025694444444,994.4940972222222,31.038263888888885,0.033782175925925924,0.43439814814814814,0.016745092592592593
R0204,29.72848148148148,776.7716435185185,25.796863425925924,0.032946990740740735,0.0,0.009050046296296297
R0205,48.83877777777778,1301.0882175925924,34.33377546296296,0.029492129629629632,1.4237268518518518,0.02322462962962963
R0206,28.408092592592595,601.7456481481482,44.88534027777778,0.10185439814814816,9.635185185185184,0.0530643287037037
R0207,48.80101388888889,880.2386342592592,34.73721064814815,0.023670138888888886,1.0028703703703703,0.02397986111111111
R0208,58.326150462962964,930.3681712962963,36.310520833333335,0.054220833333333336,1.713148148148148,0.027896805555555557
R0209,29.46522222222222,333.2640972222222,31.16596064814815,0.038646990740740746,0.09479166666666666,0.017828796296296294
R0210,49.14635879629629,652.6746527777777,30.66563425925926,0.0382400462962963,0.2228240740740741,0.01707189814814815
R0211,59.15409722222223,519.5056481481481,25.856715277777777,0.019486805555555552,0.0,0.014098217592592593
R0212,29.633046296296296,497.78837962962956,25.072541666666666,0.02474513888888889,0.0,0.012235300925925926
R0213,59.515643518518516,485.47134259259263,24.627699074074076,0.009444675925925926,0.0,0.008073587962962963
R0214,29.593090277777776,906.2937037037036,28.914993055555556,0.02290787037037037,0.05668981481481481,0.013563587962962963
R0215,59.561655092592595,455.18622685185187,23.53410648148148,0.010448148148148149,0.0,0.007306064814814815
R0216,29.657592592592593,839.0548379629629,27.29639814814815,0.04050810185185185,0.049236111111111105,0.011412777777777777
R0217,48.707145833333335,878.9270833333334,34.695875,0.04777638888888889,0.9337500000000001,0.025858217592592592
R0218,56.62659490740741,1796.3070601851853,44.69228009259259,0.10992361111111111,22.54300925925926,0.056223749999999996
R0219,29.080087962962963,944.5667824074075,36.75301851851852,0.10986087962962962,1.7524537037037038,0.03066511574074074
R0220,38.267578703703705,1085.3837037037035,41.17410648148149,0.08919606481481482,5.809930555555556,0.043312523148148145
R0221,39.4871087962963,285.0406712962963,27.683087962962965,0.035683101851851855,0.0,0.012824282407407408
R0222,39.53658101851852,819.4184953703704,26.823622685185185,0.01756111111111111,0.0,0.01158726851851852
R0223,39.676747685185184,220.9371759259259,23.053361111111112,0.012508564814814814,0.0,0.008082476851851851
R0224,49.20124074074074,933.5213888888889,29.57054398148148,0.02322152777777778,0.19770833333333335,0.01597414351851852
R0225,58.97060648148148,654.3152546296296,30.724782407407407,0.01867060185185185,0.0,0.017158310185185186
R0226,29.741393518518517,239.78127314814813,24.41432175925926,0.03355578703703704,0.0,0.0086225
R0227,59.44766666666667,524.9956944444444,26.055018518518516,0.00928125,0.0,0.009205046296296296
R0228,39.32760648148148,999.4300231481482,31.157199074074075,0.026694212962962965,0.0,0.01681025462962963
R0229,39.444865740740745,597.7970833333333,28.683884259259262,0.02465138888888889,0.0,0.013878842592592594
R0230,49.239592592592594,614.8738888888889,29.30066435185185,0.016616898148148148,0.0,0.015210949074074073
R0231,49.507921296296296,513.2949305555555,25.63246527777778,0.02291921296296296,0.0,0.009841782407407407
R0232,29.73146990740741,490.62127314814813,24.81374537037037,0.034798611111111113,0.0,0.008954097222222223
R0233,39.72576620370371,666.7703935185185,23.14864351851852,0.011056712962962963,0.0,0.006858148148148148
R0234,49.60537731481482,477.76729166666667,24.349606481481484,0.013599537037037037,0.0,0.00789349537037037
R0235,59.474583333333335,242.59400462962964,24.617516203703705,0.013394212962962964,0.0,0.008757013888888889
R0236,59.50390046296297,703.1930787037037,24.025421296296297,0.014732175925925926,0.0,0.008267962962962963
R0237,29.73949074074074,676.3608564814815,23.379601851851852,0.034272685185185184,0.0,0.008685162037037036
R0238,59.207092592592595,576.8347685185186,27.92692592592593,0.013142824074074074,0.0,0.013216736111111111
R0239,46.918449074074076,629.2700231481482,46.60159953703704,0.06806041666666666,11.410856481481481,0.061630601851851846
R0240,28.971157407407407,1002.2280324074073,38.56271990740741,0.1047875,2.7527777777777778,0.034295995370370376
R0241,56.92741203703704,1173.6081481481483,43.941328703703704,0.08619814814814815,11.989259259259258,0.051210000000000006
R0242,29.215393518518518,911.0687731481481,35.70519675925926,0.07021712962962963,0.07851851851851853,0.026153587962962965
R0243,39.41031712962963,627.3154398148149,29.749842592592593,0.02264814814814815,0.13479166666666664,0.014742847222222223
R0244,39.63122222222222,515.2642592592592,25.70363888888889,0.022099305555555553,0.0,0.009222199074074074
R0245,29.58324074074074,612.2518981481481,29.20596296296296,0.023736111111111114,0.18592592592592594,0.013892546296296295
R0246,39.61690740740741,790.2218055555556,26.120675925925926,0.019812962962962963,0.0,0.009578125
R0247,29.76178009259259,469.0988425925926,24.036435185185184,0.022705092592592593,0.0,0.00794462962962963
R0248,39.585335648148146,530.1726388888889,26.241923611111112,0.015952777777777778,0.0,0.010366851851851851
R0249,59.61086111111111,445.7629166666667,23.19384722222222,0.008834722222222223,0.0,0.006486412037037037
R0250,58.98606018518519,665.0491435185185,31.112458333333336,0.016962500000000002,0.33467592592592593,0.016901064814814817
R0251,38.90633333333333,915.5367824074074,35.84562731481481,0.06473773148148147,1.4748842592592593,0.02734175925925926
R0252,56.63673611111111,615.3325,45.7361412037037,0.07461550925925926,11.48023148148148,0.05605513888888889
R0253,48.831122685185186,876.6514583333333,34.624520833333335,0.04261365740740741,0.9674074074074074,0.02337782407407407
R0254,28.31061111111111,614.7587268518519,45.700414351851855,0.12546134259259262,12.252152777777779,0.05631247685185185
R0255,59.42032638888889,742.9443981481481,24.982462962962963,0.01583310185185185,0.0,0.009661990740740742
R0256,59.490118055555556,696.3444212962962,23.860671296296296,0.012693055555555556,0.0,0.008498032407407407
R0257,49.282629629629625,901.492175925926,28.799354166666667,0.025751388888888886,0.2233564814814815,0.014347708333333334
R0258,59.5411875,442.77752314814813,23.086002314814813,0.009018287037037038,0.0,0.007646805555555555
R0259,49.213706018518515,622.0441203703704,29.55949537037037,0.02030578703703704,0.21884259259259262,0.015726435185185184
R0260,49.21998379629629,621.5206944444444,29.540666666666667,0.03570185185185185,0.06564814814814815,0.015600231481481482
R0261,39.56077314814815,555.0636805555556,27.140668981481483,0.030072916666666664,0.010624999999999999,0.01098173611111111
R0262,59.386726851851854,266.1753703703704,26.32054398148148,0.019751388888888888,0.004814814814814815,0.010220162037037036
R0263,38.935006944444446,897.6177546296296,35.28203935185185,0.07494143518518519,0.9611111111111111,0.026624328703703702
R0264,57.68317361111111,1033.8671296296295,39.55607638888889,0.059177777777777774,3.408726851851852,0.03861319444444444
R0265,47.594155092592594,1690.248912037037,42.47201851851852,0.052867824074074074,13.378726851851852,0.04811354166666667
R0266,28.76767824074074,1592.6378472222223,40.42986805555555,0.0961361111111111,7.354930555555556,0.04108025462962963
