segment_id,window_start,window_end,duration_min,readings_count,min_speed_ratio,min_flow_ratio,max_queue_ratio
R0027,2026-01-01 21:55:00,2026-01-01 22:35:00,40.0,7,0.6733114422946933,0.5662645513982012,0.0
R0068,2026-01-01 22:10:00,2026-01-01 22:35:00,25.0,4,0.6850488357474254,0.0,0.0
R0023,2026-01-01 22:30:00,2026-01-01 22:35:00,5.0,2,0.6849846686596698,0.2726443432124518,0.0
R0412,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.5482420702710189,0.4540467615440381,0.0
R0435,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.28715401430638654,0.2833826130518837,0.0
R0436,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.5409990038423225,0.47547887365790487,0.0
R0413,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.5493235696386649,0.5179636119915663,0.0
R0434,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.5455810770136251,0.418785752054992,0.0
R0433,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.5482219438848839,0.411965867206019,0.0
R0414,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.5473535190107477,0.37554353467664725,0.0
R0411,2026-01-02 08:50:00,2026-01-02 09:20:00,30.0,7,0.5450638749728773,0.5036944993010406,0.0
R0406,2026-01-02 12:00:00,2026-01-02 12:20:00,20.0,4,0.5893309127067828,0.4335079032313496,0.0
R0171,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,12,0.5420452683140011,0.2731674441522518,0.0
R0172,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,12,0.5504211859354214,0.26568780177125206,0.0
R0177,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,13,0.283210107903613,0.24031332888308654,0.0
R0218,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,12,0.5501692746900329,0.3229229867165997,0.0
R0176,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,12,0.5340258878863828,0.44169941659104595,0.0
R0221,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,13,0.5347662625443288,0.4736153113039402,0.0
R0175,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,13,0.5354693389205009,0.2812451194413691,0.0
R0222,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,13,0.5346032333651649,0.38844232415055047,0.0
R0223,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,13,0.5338151506542181,0.4567618417400131,0.0
R0217,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,13,0.540997521706375,0.4489155237382215,0.0
R0131,2026-01-02 12:50:00,2026-01-02 13:50:00,60.0,12,0.5397454416202194,0.21556141542784102,0.0
R0178,2026-01-02 12:55:00,2026-01-02 13:50:00,55.0,12,0.5342882086284249,0.3140944735133674,0.0
R0132,2026-01-02 12:55:00,2026-01-02 13:50:00,55.0,12,0.538722632172441,0.4293205939722421,0.0
R0224,2026-01-02 12:55:00,2026-01-02 13:50:00,55.0,11,0.5354372490208159,0.2265948886014698,0.0
R0199,2026-01-02 14:50:00,2026-01-02 14:50:00,0.0,1,0.5892063635644103,0.7376348383250403,0.0
R0037,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,11,0.5488415223354146,0.4344821097310101,0.0
R0038,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5518687591495417,0.4306914936924978,0.0
R0041,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5457663537441543,0.47287903332493,0.0
R0042,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5474885325302088,0.5045725587323358,0.0
R0043,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.2905008362990351,0.2874823007429229,0.0
R0044,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5485830123469361,0.4197685344126628,0.0
R0083,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5518756730013679,0.38397683675311867,0.0
R0090,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.544433806249456,0.4816311046359113,0.0
R0089,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5446071026237111,0.5119749642633871,0.0
R0088,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5546775676257164,0.500226896575592,0.0
R0087,2026-01-02 16:40:00,2026-01-02 17:35:00,55.0,12,0.5443979318257903,0.500574330451605,0.0
R0084,2026-01-02 16:45:00,2026-01-02 17:35:00,50.0,11,0.552265654748618,0.49256200155019414,0.0
R0103,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5531168457154826,0.14691751545715404,0.0
R0150,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5592142453363481,0.3034510543089618,0.0
R0149,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5527823025589828,0.2980431988065576,0.0
R0148,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5581049676178791,0.22945668941107444,0.0
R0104,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5572283371500333,0.42111423047578134,0.0
R0146,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5463906645068626,0.3483913545056825,0.0
R0145,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5445448151516747,0.39348814853714764,0.0
R0144,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.2916527422735893,0.08927862264530384,0.0
R0143,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5435848884427614,0.317493255862212,0.0
R0099,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5580897949910197,0.19424736023573708,0.0
R0140,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5445970473481871,0.3501315170623791,0.0
R0100,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5612229776589628,0.22017357426015405,0.0
R0139,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.5448039936866613,0.17100165017499114,0.0
R0147,2026-01-03 14:00:00,2026-01-03 14:25:00,25.0,6,0.55437125017086,0.2802584127207076,0.0
R0247,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,9,0.6752789853448662,0.3438158221502746,0.0
R0248,2026-01-03 20:50:00,2026-01-03 21:30:00,40.0,6,0.6754742718569228,0.24049397839200637,0.0
R0251,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,10,0.4313207984181473,0.2699825885902397,0.0
R0253,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,9,0.6842891587651436,0.2729256885501473,0.0
R0255,2026-01-03 20:50:00,2026-01-03 21:15:00,25.0,5,0.6746397269155243,0.4249488571382548,0.0
R0256,2026-01-03 20:50:00,2026-01-03 21:30:00,40.0,8,0.6750401109573148,0.33847625503232415,0.0
R0208,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,7,0.6857377147201271,0.26344747583709627,0.0
R0211,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,8,0.675168287210172,0.18898909006177578,0.0
R0257,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,8,0.6776094039265559,0.3632931588527427,0.0
R0258,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,7,0.6742428199407537,0.40425577739010576,0.0
R0212,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,10,0.674368935304307,0.3112010790506218,0.0
R0207,2026-01-03 20:50:00,2026-01-03 21:35:00,45.0,8,0.6820939514121422,0.42784375335434577,0.0
R0254,2026-01-03 21:00:00,2026-01-03 21:35:00,35.0,8,0.6912221634361022,0.32179428109338126,0.0
R0252,2026-01-03 21:05:00,2026-01-03 21:30:00,25.0,4,0.6948862151783157,0.12779233455145456,0.0
R0255,2026-01-03 21:35:00,2026-01-03 21:35:00,0.0,1,0.6829726174478898,0.694234145712859,0.0
R0020,2026-01-04 07:05:00,2026-01-04 07:30:00,25.0,6,0.5922624238793293,0.4108259918896282,0.0
R0269,2026-01-04 08:10:00,2026-01-04 08:35:00,25.0,6,0.6879596173185927,0.3515448056299275,0.0
R0270,2026-01-04 08:10:00,2026-01-04 08:35:00,25.0,6,0.6920505553545431,0.47875080050687413,0.0
R0273,2026-01-04 08:10:00,2026-01-04 08:35:00,25.0,6,0.6945745929273088,0.4883279638223037,0.0
R0274,2026-01-04 08:10:00,2026-01-04 08:35:00,25.0,5,0.6964223283999533,0.5571347487621535,0.0
R0313,2026-01-04 08:10:00,2026-01-04 08:35:00,25.0,6,0.44779485196997526,0.39283096268519946,0.0
R0314,2026-01-04 08:25:00,2026-01-04 08:25:00,0.0,1,0.6997627420995962,0.7847444867862188,0.0
R0256,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6822435287000395,0.3507498063337534,0.0
R0259,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6925054598733862,0.3135201030967719,0.0
R0260,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6919419606633527,0.4374824298885832,0.0
R0261,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6823120813693871,0.22051859565465282,0.0
R0262,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.4302870574827268,0.3668658861987141,0.0
R0216,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.682537701272028,0.49132494587895714,0.0
R0307,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6874244882460561,0.18976341987227685,0.0
R0308,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6890538674033149,0.35382049582031816,0.0
R0255,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6821961665777332,0.4319444364157674,0.0
R0215,2026-01-04 14:05:00,2026-01-04 14:20:00,15.0,4,0.6807408893951514,0.4003030527437097,0.0
R0301,2026-01-04 14:15:00,2026-01-04 14:20:00,5.0,2,0.6949798828378344,0.6913349420930959,0.0
R0113,2026-01-04 16:10:00,2026-01-04 16:30:00,20.0,5,0.659591290597251,0.42348062095717265,0.0
R0097,2026-01-04 20:40:00,2026-01-04 21:30:00,50.0,10,0.5928181519985287,0.35832094610917997,0.0
R0298,2026-01-05 06:00:00,2026-01-05 06:10:00,10.0,3,0.5901879410114776,0.5756371156585205,0.0
R0330,2026-01-05 14:45:00,2026-01-05 14:45:00,0.0,1,0.5913123150944187,0.5192765605271854,0.0
R0436,2026-01-05 20:45:00,2026-01-05 21:30:00,45.0,8,0.5865841653775841,0.2874648238520998,0.0
R0341,2026-01-06 10:40:00,2026-01-06 11:00:00,20.0,5,0.5853703802643826,0.6016054487959135,0.0
R0219,2026-01-06 13:45:00,2026-01-06 14:30:00,45.0,7,0.6868712244921265,0.3830909010522593,0.0
R0312,2026-01-06 13:45:00,2026-01-06 13:55:00,10.0,3,0.6942443735529285,0.5881727994486956,0.0
R0310,2026-01-06 13:45:00,2026-01-06 13:45:00,0.0,1,0.6846955767958576,0.7107746068724521,0.0
R0309,2026-01-06 13:45:00,2026-01-06 14:30:00,45.0,8,0.6844831139199865,0.5157450827146021,0.0
R0266,2026-01-06 13:45:00,2026-01-06 13:45:00,0.0,1,0.6867069567450114,0.787593734914515,0.0
R0306,2026-01-06 13:45:00,2026-01-06 14:05:00,20.0,4,0.6873371617204489,0.37367637889269223,0.0
R0220,2026-01-06 13:45:00,2026-01-06 13:50:00,5.0,2,0.6876184332540418,0.6309440455835452,0.0
R0263,2026-01-06 13:50:00,2026-01-06 14:25:00,35.0,6,0.6852541278952968,0.3816384315850426,0.0
R0264,2026-01-06 13:50:00,2026-01-06 14:05:00,15.0,2,0.6894008757580518,0.6489090808754383,0.0
R0265,2026-01-06 13:50:00,2026-01-06 14:30:00,40.0,9,0.4349326170518223,0.41419782806011674,0.0
R0305,2026-01-06 13:50:00,2026-01-06 13:50:00,0.0,1,0.6904176233037513,0.6086421264743866,0.0
R0311,2026-01-06 13:50:00,2026-01-06 14:25:00,35.0,6,0.6894214587620466,0.6743694309755879,0.0
R0260,2026-01-06 13:50:00,2026-01-06 14:30:00,40.0,8,0.6801625477424617,0.3638214058224235,0.0
R0259,2026-01-06 14:00:00,2026-01-06 14:00:00,0.0,1,0.69271279683742,0.6884752905614699,0.0
R0310,2026-01-06 14:05:00,2026-01-06 14:20:00,15.0,3,0.6912899509815735,0.5916735789189047,0.0
R0220,2026-01-06 14:10:00,2026-01-06 14:10:00,0.0,1,0.6968591173351859,0.7574866229732281,0.0
R0306,2026-01-06 14:25:00,2026-01-06 14:25:00,0.0,1,0.6983819287752233,0.786357901733687,0.0
R0264,2026-01-06 14:25:00,2026-01-06 14:25:00,0.0,1,0.6989130930690148,0.5851950571826066,0.0
R0259,2026-01-06 14:30:00,2026-01-06 14:30:00,0.0,1,0.69271279683742,0.6912607603816782,0.0
R0160,2026-01-07 13:20:00,2026-01-07 13:40:00,20.0,5,0.6900295568550767,0.6897149807956073,0.0
R0162,2026-01-07 13:20:00,2026-01-07 13:40:00,20.0,5,0.6900605012964564,0.6734063962939323,0.0
R0155,2026-01-07 13:20:00,2026-01-07 13:40:00,20.0,4,0.6834658304932073,0.3772312145731753,0.0
R0206,2026-01-07 13:20:00,2026-01-07 13:45:00,25.0,3,0.6961968329777448,0.7263310249281478,0.0
R0205,2026-01-07 13:20:00,2026-01-07 13:45:00,25.0,5,0.6876265030017079,0.6067288306451613,0.0
R0201,2026-01-07 13:20:00,2026-01-07 13:45:00,25.0,5,0.684356165422084,0.5205078654120537,0.0
R0161,2026-01-07 13:25:00,2026-01-07 13:45:00,20.0,5,0.4351829933661657,0.4192524505847678,0.0
R0116,2026-01-07 13:25:00,2026-01-07 13:45:00,20.0,3,0.6943800935077611,0.6558228333042782,0.0
R0115,2026-01-07 13:25:00,2026-01-07 13:25:00,0.0,1,0.6963480691944783,0.6969557467482792,0.0
R0156,2026-01-07 13:25:00,2026-01-07 13:45:00,20.0,5,0.6846492513738804,0.5166799416786585,0.0
R0202,2026-01-07 13:25:00,2026-01-07 13:45:00,20.0,4,0.6835085142863631,0.3739661517761743,0.0
R0207,2026-01-07 13:25:00,2026-01-07 13:45:00,20.0,3,0.6889910636608003,0.6439335659045978,0.0
R0208,2026-01-07 13:25:00,2026-01-07 13:45:00,20.0,4,0.6908839301158969,0.6313769085436656,0.0
R0159,2026-01-07 13:30:00,2026-01-07 13:40:00,10.0,3,0.6909908471792426,0.35438097873993224,0.0
R0372,2026-01-07 14:25:00,2026-01-07 14:55:00,30.0,4,0.5987426749719682,0.6939102803658488,0.0
R0376,2026-01-07 21:20:00,2026-01-07 21:40:00,20.0,5,0.5376236183663827,0.2744381328723141,0.0
R0375,2026-01-07 21:20:00,2026-01-07 21:35:00,15.0,4,0.5378521449501801,0.32441027390583876,0.0
R0415,2026-01-07 21:20:00,2026-01-07 21:40:00,20.0,5,0.28707261874022216,0.09214349136551148,0.0
R0371,2026-01-07 21:20:00,2026-01-07 21:40:00,20.0,5,0.5376897002009485,0.34059687042076614,0.0
R0416,2026-01-07 21:20:00,2026-01-07 21:40:00,20.0,4,0.5375898520084568,0.491183692424744,0.0
R0418,2026-01-07 21:20:00,2026-01-07 21:40:00,20.0,4,0.5379803521936288,0.4434311968117506,0.0
R0372,2026-01-07 21:20:00,2026-01-07 21:40:00,20.0,5,0.5393088592653817,0.1439641118035575,0.0
R0417,2026-01-07 21:25:00,2026-01-07 21:40:00,15.0,4,0.5385892960037962,0.4442071042551039,0.0
R0110,2026-01-08 07:40:00,2026-01-08 07:40:00,0.0,1,0.6949676098353131,0.7781099669883407,0.0
R0064,2026-01-08 07:40:00,2026-01-08 08:15:00,35.0,4,0.6853636592376844,0.6589420339153468,0.0
R0069,2026-01-08 07:40:00,2026-01-08 08:25:00,45.0,10,0.44889907120141304,0.41516792282338477,0.0
R0024,2026-01-08 07:40:00,2026-01-08 07:55:00,15.0,2,0.6932481190716212,0.7103316919666459,0.0
R0067,2026-01-08 07:40:00,2026-01-08 07:50:00,10.0,3,0.6928540817889713,0.6038560953325472,0.0
R0023,2026-01-08 07:50:00,2026-01-08 07:50:00,0.0,1,0.6996983058714319,0.7732658152634517,0.0
R0063,2026-01-08 08:00:00,2026-01-08 08:25:00,25.0,5,0.6906731170625375,0.7245456180713752,0.0
R0367,2026-01-08 09:25:00,2026-01-08 09:35:00,10.0,3,0.6870189674486598,0.6052114751126783,0.0
R0364,2026-01-08 09:25:00,2026-01-08 09:35:00,10.0,3,0.4331338158404129,0.4630721406367242,0.0
R0320,2026-01-08 09:25:00,2026-01-08 09:25:00,0.0,1,0.6986456236871417,0.7893495148339631,0.0
R0360,2026-01-08 09:25:00,2026-01-08 09:30:00,5.0,2,0.6825901089372466,0.6484891213457724,0.0
R0359,2026-01-08 09:25:00,2026-01-08 09:35:00,10.0,2,0.6851328897975371,0.5479620588561842,0.0
R0363,2026-01-08 09:30:00,2026-01-08 09:35:00,5.0,2,0.6870084860368549,0.44700878480935946,0.0
R0368,2026-01-08 09:30:00,2026-01-08 09:35:00,5.0,2,0.6921197394490537,0.6238773306302707,0.0
R0365,2026-01-08 09:35:00,2026-01-08 09:35:00,0.0,1,0.6829129662522202,0.7168508622292649,0.0
R0366,2026-01-08 09:35:00,2026-01-08 09:35:00,0.0,1,0.6834041916139295,0.6846691617596594,0.0
R0278,2026-01-08 12:00:00,2026-01-08 12:10:00,10.0,3,0.5911274006966263,0.4386531934690475,0.0
R0297,2026-01-08 16:30:00,2026-01-08 16:35:00,5.0,2,0.6969848185325223,2.038261688399146,29.93786158131562
R0298,2026-01-08 16:30:00,2026-01-08 16:30:00,0.0,1,0.6948200375050568,2.086684683007542,37.746292849852914
R0162,2026-01-08 16:35:00,2026-01-08 16:35:00,0.0,1,0.6929874425094311,2.11476330010639,34.38744257274119
R0159,2026-01-08 16:35:00,2026-01-08 16:35:00,0.0,1,0.6970425770543325,2.0522640354089337,28.42212327373822
R0208,2026-01-08 16:35:00,2026-01-08 16:35:00,0.0,1,0.6897124714400167,2.167650582445509,39.1994762929019
R0067,2026-01-08 16:35:00,2026-01-08 16:35:00,0.0,1,0.6960128877967178,2.05247357971749,40.73557360055287
R0160,2026-01-08 16:35:00,2026-01-08 16:35:00,0.0,1,0.6984803988156705,2.02768204270191,27.086851628468036
R0219,2026-01-08 16:35:00,2026-01-08 16:50:00,15.0,3,0.6993944038016757,2.0128617195629506,34.10762721058913
R0067,2026-01-08 16:55:00,2026-01-08 16:55:00,0.0,1,0.6960128877967178,2.05247357971749,40.73557360055287
R0277,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5482102672360583,0.4227778959937676,0.0
R0278,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,9,0.5411222896823964,0.413079045780807,0.0
R0281,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5487685201742869,0.4932033459572537,0.0
R0282,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5468171724648407,0.4634099903442086,0.0
R0283,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5425150356383415,0.35048345916695667,0.0
R0284,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5459293416878286,0.4544769840657503,0.0
R0238,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.537973283897408,0.36915169590137387,0.0
R0192,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5374133810332647,0.40238291597645437,0.0
R0231,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5372134714909065,0.40021228372328077,0.0
R0235,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5371529877515147,0.357927887741776,0.0
R0236,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5366929843502098,0.37926767311597887,0.0
R0237,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.28533577906858254,0.21571537152991427,0.0
R0191,2026-01-09 06:40:00,2026-01-09 07:25:00,45.0,10,0.5364265923299756,0.360598196115122,0.0
R0232,2026-01-09 06:45:00,2026-01-09 07:25:00,40.0,9,0.5365982777943603,0.4013781252803522,0.0
R0423,2026-01-09 10:25:00,2026-01-09 11:05:00,40.0,6,0.5867769060505877,0.4357799194695947,0.0
R0373,2026-01-09 11:50:00,2026-01-09 12:10:00,20.0,5,0.5865263553509348,0.6129177309543045,0.0
R0089,2026-01-10 09:55:00,2026-01-10 10:35:00,40.0,9,0.5399081007488087,0.3167573111723846,0.0
R0183,2026-01-10 16:35:00,2026-01-10 17:00:00,25.0,6,0.6910517215369083,0.4373480692966224,0.0
R0180,2026-01-10 16:35:00,2026-01-10 17:05:00,30.0,7,0.43968259157718736,0.3388251918938884,0.0
R0182,2026-01-10 16:35:00,2026-01-10 17:05:00,30.0,7,0.6903141463584126,0.45160266479254574,0.0
R0176,2026-01-10 16:35:00,2026-01-10 17:05:00,30.0,7,0.6822955500190948,0.5291562095393545,0.0
R0179,2026-01-10 16:35:00,2026-01-10 17:05:00,30.0,7,0.6918568538522665,0.47372235195015144,0.0
R0181,2026-01-10 16:35:00,2026-01-10 17:05:00,30.0,7,0.6927824028698384,0.48692719429659803,0.0
R0184,2026-01-10 16:35:00,2026-01-10 17:05:00,30.0,7,0.6839196013371232,0.4338434234200006,0.0
R0175,2026-01-10 16:35:00,2026-01-10 17:05:00,30.0,7,0.6916580193062181,0.3917155684091941,0.0
R0212,2026-01-10 21:45:00,2026-01-10 22:00:00,15.0,4,0.5820295586275847,0.40379751475385806,0.0
R0363,2026-01-11 07:15:00,2026-01-11 08:00:00,45.0,10,0.5964085014821513,0.404350812281718,0.0
R0192,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,5,0.6788742124668654,0.43045720225464645,0.0
R0139,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,4,0.6776932990415947,0.5178358404376036,0.0
R0099,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,5,0.6862330738620265,0.471521956736621,0.0
R0140,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,5,0.6781661485937385,0.31030290683383854,0.0
R0143,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,4,0.6775642783320326,0.47579103870369854,0.0
R0145,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,5,0.4290793127998198,0.333162799835821,0.0
R0144,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,5,0.6804658495651732,0.4463296151722014,0.0
R0185,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,5,0.6784055553050456,0.5442467888429086,0.0
R0186,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,4,0.6784648295805253,0.47610793320621714,0.0
R0190,2026-01-11 12:10:00,2026-01-11 12:30:00,20.0,4,0.6797587690304996,0.44992371301022815,0.0
R0146,2026-01-11 12:15:00,2026-01-11 12:30:00,15.0,3,0.6792107507809454,0.2339878692129752,0.0
R0189,2026-01-11 12:20:00,2026-01-11 12:30:00,10.0,3,0.6792932144066839,0.5005423320863915,0.0
R0191,2026-01-11 12:20:00,2026-01-11 12:30:00,10.0,3,0.6774600419534195,0.4818481209636962,0.0
R0100,2026-01-11 12:20:00,2026-01-11 12:30:00,10.0,3,0.6938104759668926,0.3102283009460731,0.0
R0075,2026-01-11 13:45:00,2026-01-11 14:05:00,20.0,5,0.5905200622136854,0.3499348285100018,0.0
R0264,2026-01-12 09:55:00,2026-01-12 10:20:00,25.0,4,0.6070676989100053,0.6157862875270134,0.0
R0219,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,3,0.6815847659109264,0.5869150866419358,0.0
R0218,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,2,0.6917058778694447,0.4980479877797773,0.0
R0213,2026-01-12 12:15:00,2026-01-12 12:15:00,0.0,1,0.6754215080715504,0.5950193994923355,0.0
R0170,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,3,0.6769448475398163,0.5966039384616498,0.0
R0214,2026-01-12 12:15:00,2026-01-12 12:20:00,5.0,2,0.426078791835936,0.6130658464868477,0.0
R0217,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,3,0.6833545255277879,0.44282937306484993,0.0
R0210,2026-01-12 12:15:00,2026-01-12 12:25:00,10.0,3,0.6777444089744572,0.5014513712842491,0.0
